,task_id,source,ClaimantType
225,7ea3188e-def5-4b41-83fe-7aa2596ed853,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
226,7b070c06-c678-4f83-b850-209a45b88950,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
227,7a856c1e-2e4d-478f-b0c3-0a48cbf3bb8e,my kids,"        5. collective roles (e..g., ""doctors"")"
228,7fe6ed3a-e15a-4631-b285-114754a549d1,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
229,861a197a-213c-45c9-8d80-e34e1fe9d145,state health officials,"        5. collective roles (e..g., ""doctors"")"
230,7b794ca8-7e76-46e1-a0bc-ff6e2db9a940,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
231,7ee75d58-767d-419d-be59-f3f4abbcc4e5,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
232,81dacabb-5f1d-4121-8309-3b6bdfcd78e4,anybody,"          4. collective expressions (e.g. ""some people"")"
233,7824e778-bee9-4ac5-8b1c-955e9984ea5a,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
234,7d3034d8-11a4-4070-8926-64bdc04b70b3,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
235,816aab70-aa3c-4b25-aaf0-b71ac633a194,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
236,7d2f005d-7e02-4e2b-9433-98dac921c720,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
237,79522529-f176-4f61-91ff-1661bff38fca,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
238,790f6724-3fe1-49f2-ae34-dbfde38bd417,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
239,79a0fb45-a4e8-4247-a049-842de5694486,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
240,795fbb0f-efec-4c88-91a0-7b6a35535b6b,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
241,71375c07-771d-42b7-b8ba-93e15bac513a,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
242,6a029ac0-ca7c-4a97-b8e5-5601700e1de0,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
243,6bedd818-8140-4389-bd13-ef4bd8a7e631,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
244,78e015b8-2f94-4abb-baf9-e4332280d795,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
245,775e3f39-2059-4c07-8a54-06021cd391f7,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
246,78cf9a49-f6cd-4de2-9197-a47e60261a2d,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
247,76ac7cff-1bb1-4a6d-9e22-1e4d39be5e51,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
248,6ed4e5d5-9fc5-4428-8649-8f16141f560a,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
249,7984c9bf-808e-4d0f-ab92-c51931b32f14,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
250,77a4cb65-1871-4a82-8cfe-d680ac41e532,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
251,741a142d-b5d8-428d-a811-1d87c13ccb17,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
252,6d2a517c-9003-47b4-9bfe-bceecb14b61e,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
253,73336074-1201-4f3d-9929-d99094452e63,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
254,6a144459-0144-4eba-a4e2-e3ffdaf86c59,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
255,750b5c66-5a6d-4d13-8578-cc31ec6dae7a,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
256,77220a26-eac9-461a-b412-50daf6bffbd1,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
257,71c03077-9479-4a2b-a6d1-5edc105e5217,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
258,72a1f35e-0a19-4973-ae48-184169ced4ed,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
259,709f71d0-3aea-48d3-be68-cd6ae57d2d8b,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
260,6f2ce800-9f8c-4a10-8b58-aef98fa8dad9,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
261,6a37c4ed-3c61-4ede-8a7b-81e20fce9451,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
262,6d1ea2b1-43c5-4a6a-af18-2eb98d286cfe,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
263,6a759dc0-4975-4266-8db5-c6ecff99a2f7,state health officials,"        5. collective roles (e..g., ""doctors"")"
264,6d864389-3d2c-49ae-8831-81e1f08f839c,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
265,68541100-30fa-4c21-b656-85bc524035a7,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
266,6f24ebb6-ba0d-41aa-80a3-649aa216477b,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
267,6b60125e-9ce5-448c-9143-90deaf7a5913,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
268,68197e2e-d369-47fd-9a53-39c67696a4a9,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
269,6c7a061b-b2c5-440b-831a-254dc82e10b4,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
270,6ab66585-5231-498c-89de-e89adf97772a,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
271,6a3bcbe7-14e3-442b-a38b-dc1a6d632c24,my kids,"        5. collective roles (e..g., ""doctors"")"
272,63b86fd2-c344-43e6-9e87-13f35d112085,The researchers,"        5. collective roles (e..g., ""doctors"")"
273,6b5583a3-4f29-4c84-ae5a-8a8b7c9aa16c,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
274,6725caea-e374-4913-a4e8-635df1ace773,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
275,641b2b54-078b-464a-a81f-bcb7e65d22f1,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
276,63925c3c-c429-43eb-8027-2ab265d70604,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
277,5d138779-6c7d-4c79-82c4-9380242253f3,doctors,"        5. collective roles (e..g., ""doctors"")"
278,64a4c03d-d8ed-481c-9a50-8ab2955219f5,state health officials,"        5. collective roles (e..g., ""doctors"")"
279,64ed6ee3-ed53-4088-9d9d-9abe63b1c53a,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
280,63fce89f-6467-45de-839c-b65eab901407,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
281,67f3708f-58bc-498a-80b0-264ea97ce1f7,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
282,5a6952e4-d400-4141-b534-4cc3a3311eea,state health officials,"        5. collective roles (e..g., ""doctors"")"
283,67d62589-88ea-403f-89ea-380abc271a7b,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
284,65f14ea0-274a-4784-8eec-0f72d3bdd261,Durbin,"        1. named individuals (e.g., ""Donald Trump"")"
285,567d15ae-7e43-4154-b6b3-e036ac1505a2,doctors,"        5. collective roles (e..g., ""doctors"")"
286,634faeed-3957-41a9-8fbf-832ef78ac42f,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
287,4c3450d3-ddec-413d-bed7-38cbd603b132,anybody,"          4. collective expressions (e.g. ""some people"")"
288,5e677ddb-c723-422f-aa34-9b6e075b8a6b,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
289,5beb51db-7522-4067-9aec-b325ecb5c1f3,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
290,64cab908-77e8-45fa-80e6-0eadea88a534,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
291,66aa0e61-001a-4316-942c-a81393b19c8e,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
292,621ff40f-6589-4b66-9ffa-92d6fe6e00d2,doctors,"        5. collective roles (e..g., ""doctors"")"
293,5a7c955c-664c-447a-9ef3-3b3af0dac807,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
294,5ac87102-6a10-4ead-be64-972f1df48c69,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
295,5e198615-911a-43c5-a532-3bb6e28069a4,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
296,6177d18a-8a90-44b3-be51-7757bc993a55,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
297,5b9f5b03-6f7c-4fc4-a6fe-2ff77d5e96aa,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
298,6323e3c8-2412-49ca-87bc-d8d22b7a73c4,doctors,"        5. collective roles (e..g., ""doctors"")"
299,6073bb26-4e64-4494-8764-2ec9bc227197,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
300,5a433236-6bd4-4b20-b142-43620d354fe5,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
301,618f2df7-2a52-4d5c-b07f-144a5724626e,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
302,5d0b5fdb-dd3d-4139-83a8-545fb64e328b,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
303,5c375c42-8683-42df-af61-ad1b40ede14b,doctors,"        5. collective roles (e..g., ""doctors"")"
304,5c940820-6143-44ba-9c5e-655bcc0e9675,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
305,5a8e70de-dccb-4d28-8e32-01c4365629be,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
306,588d6708-d08d-4e58-9745-2d53860df382,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
307,5a21c42c-4d45-4fa0-a8cc-e206f72e744c,my kids,"        5. collective roles (e..g., ""doctors"")"
308,4db58cab-6f35-4e7e-9d89-fc360110465a,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
309,573ebb51-f67a-4bef-b887-c8abf9780f84,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
310,59b7d091-e0ec-413e-8766-2ebb2a339745,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
311,5a6fbbb0-43a5-4335-aa2f-ec9ccd9aba83,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
312,54b4915c-0894-48c0-89e4-da818231c2d0,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
313,5637e86f-f6fb-47c3-801d-ea0e15a10f64,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
314,5a380d85-85bd-4281-a6fe-ede38b216401,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
315,525e16cf-71d1-4d13-8b5d-bfeb56415f95,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
316,57aff85c-3196-493d-9610-6c6546205e32,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
317,561d7e57-02bf-43b4-bda4-b37467552daf,The esteemed Johns Hopkins Hospital,"        6. inanimate and generic objects (e.g., ""a study"")"
318,54c38c21-d086-4ef0-857a-b3e756cee88f,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
319,5684f963-c080-4a8d-94d2-c4fa7cf7f8be,anybody,"          4. collective expressions (e.g. ""some people"")"
320,54049bc2-f1a5-4952-995d-361e69e1959b,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
321,5636f11f-06df-4e56-9c7c-b93bcf868dbd,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
322,538a47e4-fa70-449b-bf7b-12c79e15b3ca,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
323,53794a8b-87cd-4157-b6c5-a40dfc15a3bd,researchers,"        5. collective roles (e..g., ""doctors"")"
324,551acf71-81ff-47a1-b9ab-cf51d0de3eeb,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
325,565f8682-51ac-4e02-807b-483c6310ac9f,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
326,54a6db88-add5-4f56-bd39-dd7a800b58a6,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
327,4d6efadf-a375-409f-aa85-15938423c9bc,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
328,543aeb43-9501-44f0-8cd4-3a3f565f1d28,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
329,4f968500-3548-46c3-bb00-d8d1fba4afd1,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
330,374adee2-a559-487f-b35a-bcf4a7a6ffe5,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
331,52c1fc2c-da21-429e-a80e-ca525c88cfc3,anybody,"          4. collective expressions (e.g. ""some people"")"
332,51c9dd27-3ee5-4250-a0d9-7b4c985adb0d,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
333,51aff57b-883e-4025-9056-e95e1bb95d5c,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
334,518c7fb8-8c5c-401a-8290-21578844aa67,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
335,4ef6623c-6ef9-4b2a-9b6e-8ada3d8611ff,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
336,381704f0-f2be-42b7-9cab-f3b4826e6398,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
337,4f2a0002-468f-4a48-ad11-c6a2732c2413,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
338,4dae9c44-6562-474a-a38a-f359a927a63d,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
339,51602eed-7c03-43ef-828a-6ef457721d21,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
340,4c741464-06d6-4877-adeb-91da7679c25e,my kids,"        5. collective roles (e..g., ""doctors"")"
341,4d55e1fa-20cf-4494-9bcf-4fb193652a7f,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
342,4c10e32d-e18f-4aea-9a69-b26a24655b9e,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
343,46c3ca53-c9f3-42ba-9a88-f6f30dba4dbd,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
344,4b7fe7d0-a6d0-4ff2-be71-709b090e5961,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
345,4c0bb885-76df-4378-87e1-c5b18e4e33c8,researchers,"        5. collective roles (e..g., ""doctors"")"
346,4c1fe9a4-092c-4009-9b5c-69bc8a2403e2,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
347,485462d1-7861-4b5f-ac28-abfa5a256e1f,doctors,"        5. collective roles (e..g., ""doctors"")"
348,4ad2cac4-fc15-438f-b6ac-3f2f3f1e0f7a,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
349,483a7a9b-7cde-4c06-8d75-d196cb2315f4,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
350,42180b3a-8cdc-4725-9fbf-38403f5acb45,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
351,44786684-efe7-404a-85c0-6d27366fd73c,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
